Task ID,Occupation,Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",150f350e-279a-4cb9-8742-f67b5aa703ae,2025/2/25,Expert,3,1,4,2,2,True,True,False,False,False,False,1,1,2,4,2,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,52,Associate Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,77912bd1-921b-40b8-9c9c-f80822a6a40a,2025/2/15,Novice,5,2,3,2,1,True,True,True,True,True,True,3,2,1,3,3,False,False,False,False,False,False,False,,FALSE,Male,White,60-86K,36,Associate Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,f7d12a48-ce3a-495e-a132-f4b10ca073ac,2025/2/15,Average,3,1,1,1,1,False,False,False,False,False,False,2,5,3,3,4,False,False,False,False,False,False,False,"It is not my responsibility, but some time gets handed to me to focus on",FALSE,Male,White,86K-165K,34,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Monthly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",f7d12a48-ce3a-495e-a132-f4b10ca073ac,2025/2/15,Expert,2,3,4,4,3,False,False,False,False,False,False,1,2,2,4,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,34,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Monthly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,f7d12a48-ce3a-495e-a132-f4b10ca073ac,2025/2/15,Average,4,2,4,1,4,False,False,True,False,False,True,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,34,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Monthly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,f7d12a48-ce3a-495e-a132-f4b10ca073ac,2025/2/15,Expert,1,3,4,3,3,False,False,False,False,False,False,3,4,2,2,4,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,34,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Monthly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,f7d12a48-ce3a-495e-a132-f4b10ca073ac,2025/2/15,Average,3,1,1,1,1,False,True,True,False,False,True,1,4,1,2,3,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,34,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Monthly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",f7d12a48-ce3a-495e-a132-f4b10ca073ac,2025/2/15,Expert,2,4,4,5,4,False,False,False,False,False,False,1,3,4,2,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,34,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Monthly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",c341e4cc-eb09-476d-977b-1bd44b8ef293,2025/2/15,Average,5,2,1,3,2,False,False,True,False,False,False,3,2,2,3,2,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,33,Bachelor’s Degree,3-5 years,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,33917,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,c341e4cc-eb09-476d-977b-1bd44b8ef293,2025/2/15,Novice,3,2,2,4,2,False,False,False,False,True,True,2,1,5,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,33,Bachelor’s Degree,3-5 years,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,33917,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,c341e4cc-eb09-476d-977b-1bd44b8ef293,2025/2/15,Average,2,3,2,1,2,False,False,False,False,False,False,2,5,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,33,Bachelor’s Degree,3-5 years,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,33917,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,af21c46a-23b2-409e-8aa7-a52ae72f4c7a,2025/2/15,Average,4,1,3,2,2,False,True,True,False,False,False,3,4,3,3,3,False,False,False,False,False,False,False,,FALSE,Male,Asian American and Pacific Islander,60-86K,25,Bachelor’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Weekly,Daily,Monthly,Weekly,Never,Never,Monthly,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",af21c46a-23b2-409e-8aa7-a52ae72f4c7a,2025/2/15,Expert,1,3,4,4,3,False,False,False,False,False,False,3,4,4,4,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,Asian American and Pacific Islander,60-86K,25,Bachelor’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Weekly,Daily,Monthly,Weekly,Never,Never,Monthly,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,2025/2/15,Expert,4,2,1,1,1,True,True,False,False,False,True,1,3,2,2,3,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,48,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,60046,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Monthly,Weekly,Monthly,Never,Never,Never,Prolific
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,2025/2/15,Average,5,1,1,1,1,True,True,False,False,False,True,1,3,2,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,48,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,60046,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Monthly,Weekly,Monthly,Never,Never,Never,Prolific
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,2025/2/15,Average,4,1,2,2,3,True,False,False,False,True,False,1,3,4,4,3,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,48,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,60046,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Monthly,Weekly,Monthly,Never,Never,Never,Prolific
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,2025/2/15,Average,5,1,1,1,2,False,True,False,True,False,True,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,48,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,60046,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Monthly,Weekly,Monthly,Never,Never,Never,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,2025/2/15,Average,3,2,4,3,4,False,False,False,True,True,False,1,4,5,4,4,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,48,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,60046,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Monthly,Weekly,Monthly,Never,Never,Never,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,2025/2/15,Expert,5,1,1,1,1,True,True,False,False,False,True,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,48,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,60046,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Monthly,Weekly,Monthly,Never,Never,Never,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,4ef074b3-f5e8-4480-bc48-bc3e68fda386,2025/2/15,Expert,2,3,4,3,4,False,False,False,False,False,False,1,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,60-86K,27,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,92392,Independent,I have some experience using them.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Prolific
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",4ef074b3-f5e8-4480-bc48-bc3e68fda386,2025/2/15,Expert,2,2,3,1,4,False,False,False,False,False,False,2,2,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,60-86K,27,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,92392,Independent,I have some experience using them.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Prolific
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",4ef074b3-f5e8-4480-bc48-bc3e68fda386,2025/2/15,Expert,2,3,4,3,4,False,False,False,False,False,False,2,3,4,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,60-86K,27,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,92392,Independent,I have some experience using them.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,4ef074b3-f5e8-4480-bc48-bc3e68fda386,2025/2/15,Average,1,1,3,1,4,False,False,False,False,False,False,3,3,4,4,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,60-86K,27,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,92392,Independent,I have some experience using them.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,4ef074b3-f5e8-4480-bc48-bc3e68fda386,2025/2/15,Average,2,1,4,3,3,False,False,False,False,False,False,2,3,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,60-86K,27,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,92392,Independent,I have some experience using them.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",4ef074b3-f5e8-4480-bc48-bc3e68fda386,2025/2/15,Expert,2,3,4,4,3,False,False,False,False,False,False,4,4,1,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,60-86K,27,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,92392,Independent,I have some experience using them.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Prolific
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Average,3,2,4,1,3,True,False,False,False,False,True,2,3,3,4,3,False,False,False,False,False,False,False,,FALSE,Male,Asian American and Pacific Islander,209K-529K,49,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Average,4,1,4,4,2,True,False,False,False,False,False,1,1,2,4,2,False,False,False,False,False,False,False,,FALSE,Male,Asian American and Pacific Islander,209K-529K,49,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Average,4,1,4,1,5,True,False,False,False,False,False,4,1,5,4,5,False,False,False,False,False,False,False,,FALSE,Male,Asian American and Pacific Islander,209K-529K,49,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Expert,2,3,5,1,4,False,False,False,False,False,False,2,4,4,3,4,False,False,False,False,False,False,False,FALSE,FALSE,Male,Asian American and Pacific Islander,209K-529K,49,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
